"encriptado"	"periodo"	"sat entel"	"literal"
"4335"	"vxGjoxoeegSY"	"2018_q1"	6	"SC"
"4336"	"iMs2NP8aa6OR"	"2018_q1"	6	"SC"
"4337"	"LY3SB1JxXiwq"	"2019_q2"	4	"NECESOITARAIMOS MAS RETOALIMEN TACION DE LOS SERVCIOS CONTRREATADOS CON EL EJECUTIVO EN FORMA PRECENCIAL PORQUE TODOS LA INFORMACION QUE TENEMOS DE LOS MSERVCIOS NOS ENTREGA EL EJECUTIVO VIA TELEFONICA"
"4338"	"LY3SB1JxXiwq"	"2018_q2"	5	"CON TODA PLATA QUE GANA DEN MEJOR SERVCIO"
"4339"	"LY3SB1JxXiwq"	"2019_q2"	4	"NECESOITARAIMOS MAS RETOALIMEN TACION DE LOS SERVCIOS CONTRREATADOS CON EL EJECUTIVO EN FORMA PRECENCIAL PORQUE TODOS LA INFORMACION QUE TENEMOS DE LOS MSERVCIOS NOS ENTREGA EL EJECUTIVO VIA TELEFONICA"
"4340"	"LY3SB1JxXiwq"	"2018_q1"	4	"EL TEMA DE LOS EJECUTIVOS ES MAS QUE NADA ADMINISTRATIVO HAY MUCHA ROTACION. ELLOS HACEN LO QUE PUEDEN Y LO QUE UNO LE PIDE A SU EJECUTIVO DESPUES LO CAMBIAN Y TODO QUEDA EN CERO"
"4341"	"Oa4PzHeALspT"	"2018_q2"	5	"COBERTURA PORQUE UNO DE LOS CENTROS NO TIENE MAYOR COBERTURA CON LA COMPAÑIA"
"4342"	"Oa4PzHeALspT"	"2018_q1"	5	"SC"
"4343"	"6xOkgeJeUtks"	"2018_q2"	7	"MEJORAR LOS PRECIOS DE LOS PLANES ,HOY EN DIA ES TODO POR DATOS POR LO MISMO DEBEN AJUSTAR LOS PRECIOS."
"4344"	"6xOkgeJeUtks"	"2018_q1"	7	"EL SERVICIO ESTA MUY BIEN, FELICITACIONES"
"4345"	"6xOkgeJeUtks"	"2019_q1"	7	"CON EL TEMA DE LA ATENCION NO TENGO NADA QUE DECIR, PERO EL COSTO DE LOS SERVICIOS ESTA MUY ELEVADO"
"4346"	"Advc2VmXYt00"	"2019_q2"	5	"MAS QUE NADA ES UN PROBLEMA DE CONTACTO ENTRE TESORERIA Y ENTEL. LOS DEPOSITOS QUE HACEMOS A SUS CUENTAS NO LE LLEGAN A LA PERSONA A CARGO. ENTEL NO RECEPCIONAN EN LA FECHA LOS PAGOS HECHOS."
"4347"	"Advc2VmXYt00"	"2021_q1"	5	"JUSTAMENTE EL TEMA DE LA COPMUNICACION CON ESTO DE LA PANDEM,IA A SIDO MUY DIFICIL COMUNICARME CON LA PERSONA QUE VE LAOS SERVICIOS MOVIL SOLICITE UNOS SERVI CIO LE PERDI EL  RASTRO LA ENTREGA ERA EN TRES DIAS DEMORARON 2 SEMANAS"
"4348"	"HxSAQ8ZNmXFB"	"2018_q2"	5	"CUANDO PEDI EL SERVICIO PARA MEJORAR EL INTERNET HUBO MUCHO DEMORA"
"4349"	"HxSAQ8ZNmXFB"	"2021_q1"	6	"MEJORAR LOS PLENES EN ATENCION NO"
"4350"	"oRZsexcgBZMv"	"2020_q2"	7	"NADA"
"4351"	"oRZsexcgBZMv"	"2018_q1"	6	"QUE ME LLAME EL EJECUTIVO QUE SE PRESENTE POR CORREO Y ME DE SU NOMBRE COMPLETO, CAMBIAN A MENUDO EJECUTIVO"
"4352"	"oRZsexcgBZMv"	"2018_q2"	7	"SALIR A RECIBIR A LOS CLIENTES Y LLEVARLOS A LAS EJECUTIVAS CORRESPONDIENTE PARA ASI SENTIRSE MAS A GUSTO CON LA EMPRESA"
"4353"	"ShNq6QuiGcRg"	"2021_q1"	6	"TENER UN EJECUTIVO  CON NOMBRE Y APELLIDO Y PERMANENTE Y QUE SE CONTACTE ESA PERSONA CON NOSOTROS"
"4354"	"jaUTg2XWYu5E"	"2019_q1"	6	"TRASPARENTAR LOS COBROS EN LAS BOLETAS DE LOS TERCEROS, APARECEN COMO OTROS COBROS"
"4355"	"jaUTg2XWYu5E"	"2019_q2"	6	"MEJORAR LA PARTE ADMINISTRATIVA EN LA PARTE DE LA FACTURA, MEJORAR LA INFORMACION EN LINEA CON LOS PLANES Y LOS FLUJOS DE CADA MES FACTURADO"
"4356"	"jaUTg2XWYu5E"	"2019_q2"	6	"DESGLOZAR LA FACTURA DE OTRA MANERA MAS CLARA DEL ITEM DE GASTOS DE TERCEROS Y MEJORAR LA PAGINA WEB PARA LOS CLIENTES DE GRANDES EMPRESAS CON UNA MARCADA DIFERENCIA QUE NO SEA IGUAL PARA TODOS YA QUE NO ES LO MISMO UNA EMPRESA CON UN SERVICIO MOVIL A UNA EMPRESA GRANDE CON MAS CUATROCIENTOS MOVILES"
"4357"	"jaUTg2XWYu5E"	"2018_q2"	6	"FUNDAMENTALMENTE ACLARAR EL COBRO DE LAS FACTURAS Y DETARLLAR LO QUE ES LA GLOSA DE OTROS COBROS"
"4358"	"jaUTg2XWYu5E"	"2018_q1"	6	"SC"
"4359"	"G2eZbIh219LF"	"2021_q1"	6	"QUE LOS EJECUTIVOS SE COMUNIQUEN PARA VER PROMOCIONES"
"4360"	"G2eZbIh219LF"	"2020_q2"	5	"TENER UNA PERSONA A CARGO QUE SE COMUNIQUE MAS DIRECTAMENTE"
"4361"	"ejIpwY8Fw4hq"	"2019_q1"	6	"NADA EN ESTE MOMENTO"
"4362"	"ejIpwY8Fw4hq"	"2020_q1"	6	"NO SE"
"4363"	"ejIpwY8Fw4hq"	"2018_q2"	6	"MAYOR AGILIDAD MAYOR RESPUESTAS CON SUS CLIENTES"
"4364"	"ejIpwY8Fw4hq"	"2019_q2"	6	"ALOMEJOR UNA MEJOR ATENCION ENTRE EL EJECUTIVO COMERCIAL Y EL EJECUTIVO ATENCION DE SERVCIOS MOVIL"
"4365"	"ejIpwY8Fw4hq"	"NA_NA"	6	"SC"
"4366"	"ejIpwY8Fw4hq"	"2020_q1"	6	"QUE MANTENGAN LOS EJECUTIVOS POR MAS TIEMPO YA QUE ASI NO SE PUEDE  TRABAJAR YA QUE LOS CAMBIAN CADA 15 DIAS"
"4367"	"JOKdLvyPzwHR"	"2019_q1"	6	"NO TENGO INCONVENIENTES."
"4368"	"vVZ5B4wo0qGs"	"2020_q2"	7	"ENCONTRE INSOLITO QUE NO TUVIERAN TELEFONO DE PRSTAMO LO NCONMTRE RARICIMO PORQUE DE JE MI TELEFONO QUE SALIO CON UN PROBLEMA Y E DICEN QUE ES TEMA PANDEMIA"
"4369"	"O0IbHOnzRhC6"	"2019_q2"	6	"QUE INFORMEN EL CAMBIO OPORTUNO DE LOS EJECUTIVOS"
"4370"	"O0IbHOnzRhC6"	"2019_q1"	5	"MEJORAR LA FACTURACION, MEJORAR EL DETALLE. CUANDO UNO PIDE NOTA DE CREDITO QUE SEA MAS RAPIDO YA QUE EXISTEN DEMASIADAS ETAPAS"
"4371"	"O0IbHOnzRhC6"	"2019_q1"	5	"MEJORAR LA FACTURACION, MEJORAR EL DETALLE. CUANDO UNO PIDE NOTA DE CREDITO QUE SEA MAS RAPIDO YA QUE EXISTEN DEMASIADAS ETAPAS"
"4372"	"O0IbHOnzRhC6"	"2018_q2"	5	"MEJORAR EL SERVICIO EN CUANTO ALA CONECTIVIDA YA QUE EN LA COMUNA SIEMPRE SE ESTA CALLENDO LA CONECCION Y NOS QUEDAMOS SIN SERVICIOS"
"4373"	"O0IbHOnzRhC6"	"2018_q1"	5	"QUE ME LLAMEN Y AHI YO LE PLANTEO EL TEMA DE MI MOLESTIA QUE HEMOS TENIDO ULTIMADAMENTE CON ENTEL"
"4374"	"0iPw5xuj9r9P"	"2020_q1"	7	"EN TELEFONIA  PRINCIPALMENTE QUE SE HAGA UNA ATENCION ESPECIAL A LOS CLIENTES ANTIGUOS SALEN NUEVOS PLANES CON MAS GIGAS Y A LOS ANTIGUOS  CON LOS MISMOS PLANES MUY BASICOS"
"4375"	"tvRyaKg1K3gg"	"2020_q1"	6	"TENER EJECUTIVO Y TENER NUMERO DNDE LLAMAR MAS PERSONALIZADO"
"4376"	"j4KTzW5f6cMU"	"2019_q1"	7	"NADA"
"4377"	"j4KTzW5f6cMU"	"2018_q2"	7	"NADA"
"4378"	"j4KTzW5f6cMU"	"2020_q2"	6	"TIENE ATENCION BUENA OPTIMA NO TIENE NADA QUE RECOMEDAR"
"4379"	"j4KTzW5f6cMU"	"2018_q2"	6	"HA HABIDO ALGUNOS PROBLEMAS CON PAGOS PERO LA ATENCION ES BUENA."
"4380"	"orP0QPNQbzAS"	"2018_q2"	6	"-"
"4381"	"ysJI1erY3aNN"	"2018_q1"	7	"QUE NOS DEN UN NUEVO PLAN CON PROMOCIONES MAS GIGAS Y MAS PARA LLAMADAS ILIMITADAS"
"4382"	"ysJI1erY3aNN"	"2018_q2"	7	"POR QUE A SIDO BUENA LA ATENCION"
"4383"	"KEtAwa7bxPD1"	"2019_q1"	3	"MAYORES OFERTAS MAYORCONTACTO"
"4384"	"KEtAwa7bxPD1"	"2018_q1"	3	"SC"
"4385"	"I28cPtGqtqPN"	"2019_q1"	6	"-"
"4386"	"I28cPtGqtqPN"	"2019_q2"	5	"AGILIZAR LOS REQUERIMIENTOS"
"4387"	"E35n3mgcJ6b1"	"2019_q1"	7	"PROMOCIONEN MAS SUS SERVICIOS---"
"4388"	"E35n3mgcJ6b1"	"2019_q1"	3	"-"
"4389"	"E35n3mgcJ6b1"	"2019_q1"	7	"PROMOCIONEN MAS SUS SERVICIOS---"
"4390"	"ogS5WDAzcpnY"	"2018_q1"	5	"SC"
"4391"	"ogS5WDAzcpnY"	"2018_q2"	6	"ESTOY MUY CONFORME CON ENTEL"
"4392"	"FJ8btoO8wcLt"	"2020_q2"	5	"NADA"
"4393"	"FJ8btoO8wcLt"	"2020_q2"	6	"ELIMINAR EL CALL CENTER TENER UNA MAYOR AGILIDAD EN EL CONTACTO CON EL EJECUTIVO"
"4394"	"FJ8btoO8wcLt"	"2020_q1"	6	"TRATAR DE CENTRALIZAR  TODA LA INFORMACION EN UN PURO EJECUTIVO  SE NECESITAN  RESPUESTAS  RAPIDO Y PASA DE CORREO A CORREO  SE NECESITAN RESPUESTAS RAPIDAS Y TERMINAN EN OTRO EJECUTIVO"
"4395"	"FJ8btoO8wcLt"	"2020_q2"	6	"OFRECER PLANES MAS ECONOMICOS"
"4396"	"FJ8btoO8wcLt"	"2020_q2"	6	"ELIMINAR EL CALL CENTER TENER UNA MAYOR AGILIDAD EN EL CONTACTO CON EL EJECUTIVO"
"4397"	"FJ8btoO8wcLt"	"2018_q2"	5	"MEJORAR COORDINACION DE INSTALACIONES(POST VENTA)"
"4398"	"FJ8btoO8wcLt"	"2020_q2"	6	"OFRECER PLANES MAS ECONOMICOS"
"4399"	"FJ8btoO8wcLt"	"2018_q1"	6	"SC"
"4400"	"Z33MhWmSyx5M"	"2018_q1"	7	"SC"
"4401"	"Z33MhWmSyx5M"	"2018_q1"	5	"A CADA RATO SE CAE LA TRAMA Y LA ULTIMA VEZ LOS TECNICOS QUE ENCONTRABAN LA FALLA  Y ESTABA AL LADO DE MI OFICINA PORQUE CUANDO ENTRARON A ROBAR CORTARON LOS CABLES"
"4402"	"Z33MhWmSyx5M"	"2019_q2"	7	"QUE UNIFICARAN EL EJECUTIVO PARA LOS TRES SERVICIOS"
"4403"	"Z33MhWmSyx5M"	"2018_q2"	6	"SC"
"4404"	"Z33MhWmSyx5M"	"2018_q1"	7	"SC"
"4405"	"Z33MhWmSyx5M"	"2020_q2"	7	"NADA"
"4406"	"Z33MhWmSyx5M"	"2019_q2"	7	"QUE UNIFICARAN EL EJECUTIVO PARA LOS TRES SERVICIOS"
"4407"	"Z33MhWmSyx5M"	"2020_q1"	7	"NO RECOMIENDA NADA"
"4408"	"Z33MhWmSyx5M"	"2020_q1"	7	"NO RECOMIENDA NADA"
"4409"	"Z33MhWmSyx5M"	"2019_q1"	7	"QUE LOS EJECUTIVOS QUE CONTESTEN SUS CORREOS ELECTRONICOS"
"4410"	"Z33MhWmSyx5M"	"2020_q2"	7	"NADA"
"4411"	"WCQ3n3HFInjR"	"2021_q1"	7	"SC"
"4412"	"WCQ3n3HFInjR"	"2021_q1"	7	"SC"
"4413"	"Kzrfk8C4f0wK"	"2019_q2"	5	"EJECUTIVO DMAS CERCANO CON LA PRESYTACCION DE SERVCIO"
"4414"	"Sg8cN9sf0Juc"	"2020_q2"	7	"NADA POR QUE LE RESPONDEN SUPER RAPIDO"
"4415"	"MBGgVEM0s93m"	"2018_q1"	7	"SC"
"4416"	"QzoXCkhGRl4h"	"2020_q1"	5	"IDENTIFICAR CANALES DE ATENCION- FACTURACION HE  TENIDO PROBLEMAS"
"4417"	"QzoXCkhGRl4h"	"2019_q2"	6	"PROACTIVIDAD PARA MEJORAR LOS SEERVICIOS UNO TIENE QUE ESTAR LLAMANDO PARA MEJORAR LOS PLANES"
"4418"	"3IixhGqBLcrV"	"2020_q1"	2	"QUE CIERREN LOS CASOS EL UNICO CASO QUE HE PRESENTADO ME LLEGO UN COBRO ESTANDO PAGADA NUESTRA CUENTA NO LLEGO NINGUNA RESPUESTA NO SE CERRO EL CASO  NO QUEDE CONFORME  NO ME ENVIARON LA RESPUESTA"
"4419"	"pTM96Wwwjtrv"	"2018_q2"	6	"QUE LA FORMA DE PAGO CAMBIE  POR QUE NO ME PERMITEN PAGAR CON CHEQUE SOLO EFECTIVO Y NO TIENEN TODASLASFORMAS DE PAGOS"
"4420"	"pTM96Wwwjtrv"	"2018_q1"	6	"PODRIAN ACEPTAR CHEQUES PARA PAGOS    POR QUE ME FIRMAN DOS DIRECTORES LOS CHEQUES  NO TENEMOS PARA REALIZAR PAGOS POR  TRANSFERENCIAS ELECTRONICAS      CUANDO VOY A LA SUCURSAL SOLO SE PÚEDE PAGAR CON EFECTIVO"
"4421"	"bh4JOr1ZHAHV"	"2018_q2"	4	"0"
"4422"	"bh4JOr1ZHAHV"	"2020_q2"	5	"RECIBIR PROPUESTAS DE LA EMPRESA DE MEJORA"
"4423"	"bh4JOr1ZHAHV"	"2019_q2"	6	"NADA EN PARTICLAR"
"4424"	"bh4JOr1ZHAHV"	"2019_q2"	5	"YO CREO QUE ABAJADO MUCHO LA SEÑAL QUE LO HACIA LIDER Y ESO DE HABLAR TANTO CON UNA MAQUINA UNO SE VA ABURRIENDO"
"4425"	"bh4JOr1ZHAHV"	"2019_q2"	6	"NADA EN PARTICLAR"
"4426"	"bh4JOr1ZHAHV"	"2020_q1"	5	"QUE NO TANTAS VECES DE EJECUTIVO"
"4427"	"bh4JOr1ZHAHV"	"2020_q1"	5	"QUE NO TANTAS VECES DE EJECUTIVO"
"4428"	"bh4JOr1ZHAHV"	"2018_q1"	6	"NC"
"4429"	"bh4JOr1ZHAHV"	"2018_q2"	7	"PORQUE CUANDO ME CONTACTO CON ELLA ME SOLUCIONA LOS PROBLEMAS ,CUANDO TENGO PROBLEMAS DE PAGOS POR ATRASOS ELLA INTERVIENE PARA QUE NO ME CORTEN LOS SERVICIOS ."
"4430"	"bh4JOr1ZHAHV"	"2019_q1"	4	"QUE PERMITAN ENTRAR MAS LINEAS EN IGUALES CONDICIONES DE LAS YA TENIDAS EN CONTRATO--Y CONOSCAN NECESIDADES DE LA EMPRESA"
"4431"	"bh4JOr1ZHAHV"	"2018_q1"	6	"NC"
"4432"	"bh4JOr1ZHAHV"	"2020_q2"	5	"RECIBIR PROPUESTAS DE LA EMPRESA DE MEJORA"
"4433"	"bh4JOr1ZHAHV"	"2018_q2"	4	"por que MWELOCAMBIARON  HACE POCO"
"4434"	"uOeXU4ZsZafG"	"2018_q2"	7	"NC"
"4435"	"uOeXU4ZsZafG"	"2019_q1"	7	"NO HA TENIDO PROBLEMAS"
"4436"	"uOeXU4ZsZafG"	"2019_q2"	7	"NO HE TENIDO MAYORES DIFICULTADES"
"4437"	"uOeXU4ZsZafG"	"2020_q2"	7	"NADA"
"4438"	"x3aAYcxQSv84"	"2018_q1"	7	"SC"
"4439"	"x3aAYcxQSv84"	"2018_q1"	7	"SC"
"4440"	"YzMMKEwcoq5i"	"2020_q1"	3	"QUE DIERAN AVISO AUN INCIDENTE QUE TUVIMOS  Y NO NOS AVISARON Y QUEDAMOS SIN INTERNET NO DIERON SOLUCION EL TECNICO NOS DEJO ESPERANDO NO AVISARON"
"4441"	"YzMMKEwcoq5i"	"2018_q2"	5	"M,EJOR SERRVICO DE INTERNET E TENIDO BASTANTE INCONVENIENTE"
"4442"	"YzMMKEwcoq5i"	"2020_q2"	7	"INFRMARAN DE LAS PROMOCION EHAY QUE AA EMPRESAS"
"4443"	"YzMMKEwcoq5i"	"2019_q2"	7	"NO"
"4444"	"zWCLzP7mX0qY"	"2018_q1"	6	"S/C"
"4445"	"zWCLzP7mX0qY"	"2018_q2"	6	"NINGUNA PORQUE TODO A FUNCIONADO BIEN HASTA EL MOMENTO"
"4446"	"zWCLzP7mX0qY"	"2020_q1"	7	"MAS PROACTIVIDAD CON RESPECTO A LOS REQUERIMIENTOS DE LA EMPRESA"
"4447"	"zWCLzP7mX0qY"	"2018_q2"	6	"PORQUE ES BUENO EN LO QUE HACE PERO TIENE DESFASES COMO CONTESTAR ALGUN CORREO"
"4448"	"zWCLzP7mX0qY"	"2020_q1"	7	"MAS PROACTIVIDAD CON RESPECTO A LOS REQUERIMIENTOS DE LA EMPRESA"
"4449"	"zWCLzP7mX0qY"	"2018_q2"	6	"0"
"4450"	"zWCLzP7mX0qY"	"2019_q1"	7	"NO RESPONDE"
"4451"	"zWCLzP7mX0qY"	"2018_q2"	6	"NINGUNA PORQUE TODO A FUNCIONADO BIEN HASTA EL MOMENTO"
"4452"	"zWCLzP7mX0qY"	"2019_q1"	7	"NO RESPONDE"
"4453"	"zWCLzP7mX0qY"	"2018_q1"	6	"S/C"
"4454"	"RWmHez3VO1an"	"2020_q2"	7	"MEJORES  OFERTAS EL SERVICIO ESTA BASTANTE BIEN TIENEN QUE REFORZAR  EL MARKETING Y SI VAN A DEFINIR UN EJECUTIVO QUE ESTE PENDIENTE DEL CLIENTE DE SUS NECESIDADES ATENCION MAS PERSONALIZADA"
"4455"	"sS9bHIXvzErK"	"2019_q2"	6	"LA ATENCION DE LOS EJECUTIVOS POS VENTA CUESTA ENCONTRALLOS Y QUE SOLUCIONEN LOS PROBLEMAS"
"4456"	"sS9bHIXvzErK"	"2019_q2"	5	"EN GENERAL EL TIEMPO DE RESPUESTAS A LOS REQUERIMIENTOS"
"4457"	"sS9bHIXvzErK"	"2020_q2"	5	"LA CALIDAD EN LA ATENCION SE DEMORAN MUCHO EN RESOLVER LOS REQUERIMIENTOS, Y LO OTRO EL SISTEMA DE PAGO QUE TIENEN CON LA PAGINA WEB POR QUE SIEMPRE ESTA CAIDA DESPUES NOS DICEN QUE HAGAMOS TRANSFERENCIAS Y DESPUES NO RECONOCEN EL PAGO DE HECHO TENGO UN PAGO DEL AÑO PASADO EN NOVIEMBRE Y AHUN NO LO RECONOCEN Y NOSOTROS LO PAGAMOS ADELANTADO POR ERROR POR QUE LA PAGINA NO SE ACTUALIZA ENTONCES SIEMPRE ESTA CON DEUDA"
"4458"	"sS9bHIXvzErK"	"2019_q1"	6	"NADA"
"4459"	"sS9bHIXvzErK"	"2020_q2"	5	"LA CALIDAD EN LA ATENCION SE DEMORAN MUCHO EN RESOLVER LOS REQUERIMIENTOS, Y LO OTRO EL SISTEMA DE PAGO QUE TIENEN CON LA PAGINA WEB POR QUE SIEMPRE ESTA CAIDA DESPUES NOS DICEN QUE HAGAMOS TRANSFERENCIAS Y DESPUES NO RECONOCEN EL PAGO DE HECHO TENGO UN PAGO DEL AÑO PASADO EN NOVIEMBRE Y AHUN NO LO RECONOCEN Y NOSOTROS LO PAGAMOS ADELANTADO POR ERROR POR QUE LA PAGINA NO SE ACTUALIZA ENTONCES SIEMPRE ESTA CON DEUDA"
"4460"	"sS9bHIXvzErK"	"2019_q2"	6	"LA ATENCION DE LOS EJECUTIVOS POS VENTA CUESTA ENCONTRALLOS Y QUE SOLUCIONEN LOS PROBLEMAS"
"4461"	"sS9bHIXvzErK"	"2019_q1"	6	"NADA"
"4462"	"sS9bHIXvzErK"	"2019_q2"	5	"EN GENERAL EL TIEMPO DE RESPUESTAS A LOS REQUERIMIENTOS"
"4463"	"zpdSHbPPl9Bd"	"2018_q1"	6	"SC"
"4464"	"zpdSHbPPl9Bd"	"2019_q1"	6	"NO RECOMIENDA"
"4465"	"zpdSHbPPl9Bd"	"2019_q2"	7	"NADA"
"4466"	"N3JoykixuhuO"	"2018_q2"	4	"SC"
"4467"	"N3JoykixuhuO"	"2019_q1"	6	"NADA"
"4468"	"a5f8WLF5RXz8"	"2019_q1"	6	"NADA"
"4469"	"a5f8WLF5RXz8"	"2019_q1"	6	"NADA"
"4470"	"a5f8WLF5RXz8"	"2018_q1"	7	"SC"
"4471"	"xlrB61DQ8ki3"	"2020_q2"	7	"MAS DESCUENTO EN EQUIPOS"
"4472"	"XxcyLVuLR3Bd"	"2019_q1"	7	"NADA"
"4473"	"XxcyLVuLR3Bd"	"2018_q2"	6	"EN ESTE MOMENTO NADA"
"4474"	"XxcyLVuLR3Bd"	"2019_q2"	7	"SC"
"4475"	"GwtQcYrqjHV3"	"2019_q2"	7	"0"
"4476"	"gNHUkiv9r2sF"	"2020_q2"	6	"NADA"
"4477"	"gNHUkiv9r2sF"	"2019_q2"	7	"ACELERAR PLAZOS DE INSTALACION PORQUE ESTAN DEMORANDO ENTRE 35 Y 40 DIAS EN IMPLEMENTAR LOS SERVICIOS."
"4478"	"gNHUkiv9r2sF"	"2020_q2"	6	"UN POCO MAS DE CAPACITACION EN CUANTO AL TIPO DE SERVICIO EMPRESA QUE PUEDAN TENER"
"4479"	"gNHUkiv9r2sF"	"2020_q1"	6	"SC"
"4480"	"ESCV9O6S5R9K"	"2018_q2"	7	"POR QUE ME RESPONDE TODO RAPIDO"
"4481"	"ESCV9O6S5R9K"	"2018_q2"	7	"NC"
"4482"	"mPVLpflDlSjN"	"2018_q1"	5	"SC"
"4483"	"apfCeBnqGiCn"	"2018_q1"	7	"S.C."
"4484"	"UAzuUBjR5Abf"	"2019_q1"	6	"ESTAR MAS DISPUESTOSPARA OFRECER MAS BAJOSDESERVICIOSMEJORARSUSOFERTAS"
"4485"	"UAzuUBjR5Abf"	"2018_q2"	7	"NO NADA"
"4486"	"UAzuUBjR5Abf"	"2020_q2"	5	"NO HARIA RECOMENDACION COMO NO LO HE NECESITADO"
"4487"	"jyYpL63ZWdpY"	"2018_q2"	6	"NO SE NO TENGO NADA QUE OPINAR CREO QUE ESTA TODO BIEN A LO QUE OFRECEN"
"4488"	"jyYpL63ZWdpY"	"2019_q1"	5	"QUE LO ESTEN LLAMANDO EN FORMA CONSTANTE ASI COMO PARA LAS ENCUESTAS PARA VER LAS NECESIDES COMO USUARIO Y ASI PODER EXPLAYARSE ENTREGANDO TODA LA INFORMACION DE LOS PROBLEMAS"
"4489"	"JZeUj3dFdolz"	"2018_q1"	6	"TINEN QUE SE MAS COMPETITIVOS, ME LLAMAN SIEMPRE DE OTRAS COMPAÑIAS, SER MAS PROACTIVOS CON CLIENTES  ACTIVOS Y ANTIGUOS"
"4490"	"JZeUj3dFdolz"	"2020_q2"	6	"QUE LE DIESEN MAS SOLTURA O MAS FLEXIVILIDAD A LOS QUE TIENE DE ENCARGADO DE VENTAS Y POS VENTA Y QUE ENTEL DIERA LA POSIVILADAD DE RECAMBIO DE EQUIPOS SIN TENER QUE PAGARLOS AL MISMO PRECIO QUE AFUERA LOS VALORES SON LO MISMO QUE EN CASAS COMERCIALES INCLUSIVE MAS CAROS DEBERIA HABER UNA DIFERENCIA PARA LOS DE  EMPRESAS CON VALORES DIFERENTES MAS BAJOS Y ESO ES UNA LIMITANTE DE LA EMPRESA Y NO DE LOS ENCARGADOS"
"4491"	"JZeUj3dFdolz"	"2018_q1"	6	"QUE TIENEN QUE MEJORAR LOS PRECIOS HACERLOS MAS COMPERTITIVOS PARA LOS QUE SOMO MAS ANTIGUOS NO HAY MUJER PRECIO PARA LOS CLIENTES QUE PAGAMOS BIEN Y SOMOS ANTIGUOS, TENER UN TRATO PREFERENTE CON CLIENTES ANTIGUOS Y QUE SOMOS BUENOS PAGARADORES"
"4492"	"NLxh4wtYBXEU"	"2020_q1"	7	"SC"
"4493"	"NLxh4wtYBXEU"	"2018_q1"	6	"NOS GUSTARIA TENER UNAPERSONA PARA CUALQUIER REQUERIMIENTO"
"4494"	"NLxh4wtYBXEU"	"2019_q2"	7	"MAS PROPUESTAS DE PLANES Y NUEVOS SERVICIOS"
"4495"	"C9OXwecNDOxx"	"2019_q1"	5	"NO"
"4496"	"0XojDmIlQ0l6"	"2020_q2"	6	"SC"
"4497"	"0XojDmIlQ0l6"	"2019_q2"	7	"NUEVOS PRODUCTOS"
"4498"	"0XojDmIlQ0l6"	"2019_q2"	7	"NUEVOS PRODUCTOS"
"4499"	"0XojDmIlQ0l6"	"2019_q1"	7	"MEJOR CONTACTO CON LOS EJECUTIVOS VIA TELEFONICA, SI BIEN CONTESTAN PERO HAY QUE HACER MUCHOS LLAMADOS."
"4500"	"0XojDmIlQ0l6"	"2019_q1"	7	"MEJOR CONTACTO CON LOS EJECUTIVOS VIA TELEFONICA, SI BIEN CONTESTAN PERO HAY QUE HACER MUCHOS LLAMADOS."
"4501"	"0XojDmIlQ0l6"	"2020_q2"	6	"SC"
"4502"	"0XojDmIlQ0l6"	"2018_q2"	5	"SC"
"4503"	"JxynMEUKc7ik"	"2018_q2"	7	"QUE LAS PARTE TECNICA SE RELACIONE CON LA EJECUTIVA POR QUE ELLA NO SABE O NO TIENE IDEA NUNCA HA SABIDO Y EN GENERAL LA PARTE TECNICA NO SE COMO MANEJAN TAMPOCO NO SABEN MUCHO HASTA CUANDO HAY CORTE QUE DEBE EXISTIR UNA MAYOR COMUNICACION"
"4504"	"JxynMEUKc7ik"	"2019_q2"	7	"0"
"4505"	"JxynMEUKc7ik"	"2018_q1"	7	"SC"
"4506"	"JxynMEUKc7ik"	"2020_q1"	7	"QUE PUEDA CONTACTARME CON LA PARTE TECNICA"
"4507"	"JxynMEUKc7ik"	"2019_q1"	7	"MEJORAR LA ASISTENCIA TECNICA PORQUE SE DESCONECTA EL SOPORTE TECNICO Y A VECES EN ENTEL NO SABEN DE QUE SE TRATA"
"4508"	"JxynMEUKc7ik"	"2021_q1"	7	"QUE LA PARTE TECNICA ESTE MAS A LA MANO."
"4509"	"rmjK7h8eu9Vb"	"2018_q1"	6	"S/C"
"4510"	"tXlb6WWQaXCg"	"2018_q1"	6	"PROBLEMAS DE SEÑAL, TENGO UNA RAYITA Y ESTOY 10 MIN DE TEMUCO NO SE SI SERA LA MARCA DE CELULAR."
"4511"	"AKhmqvt5m6LZ"	"2019_q2"	5	"QUE SE PREOCUPEN DE LOS CLIENTES Y EJECUTEN LO QUE SE LES PIDE MAS AGILIDAD EN LOS PEDIDOS"
"4512"	"LE8UeSMoMk06"	"2018_q2"	5	"-"
"4513"	"ZiBhwUYtizT9"	"2018_q1"	5	"LLEVAMOS 4 AÑOS DE CONTRATO EL PROBLEMA GRAVE ES RESPUESTAS RAPIDAS A LOS SERVICIOS DE TELEFONIA"
"4514"	"ZiBhwUYtizT9"	"2019_q2"	6	"EL PROBLEMA DE LAS AREAS TECNICAS QUE DILANTAN MUCHO EL EJECUTIVO CUMPLE COMN TODO EL AREA TECNICA NO RESPONDE Y MUCHA TRAMITE PAR LOIGRAR TENER LOS SERVCIOS COMO CORRESPONDES"
"4515"	"ZiBhwUYtizT9"	"2020_q1"	5	"LA VELOCIDAD DE RESPUESTA A LA SOLICITUD DE SERVICIOS."
