encriptado	FECHA_NEGOCIO	SISTEMA	TIPONEGOCIO	GRUPO_NEGOCIO	GRUPO_AFINIDAD	EMPRESA_EJECUTIVO	MODELO_EJECUTIVO	DESC_TIPOCLIENTE	DESC_GRUPOCLIENTE	CODI_PLAN	DESC_PLAN	TIPO_PLAN	TIPO_PLAN_MM	CODI_SUCURSAL	NOMB_SUCURSAL	TIPO_SUCURSAL	ZONA	CIUDAD	CONVERGENCIA	Cargo_Fijo	GRUPO3	GRUPO4	DESCRIPCION_CARGO_SIMPLE	MOVIMIENTO	DIA	MES	ANO	DIA_VENTA	MES_VENTA	ANO_VENTA	CANAL_REASIGNADO	FUNCION_EJECUTIVO	COMPANIA_ORIGEN_PORT_IN	CARGO_FIJO2	ID_DIA
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
