encriptado	FECHA_NEGOCIO	SISTEMA	TIPONEGOCIO	GRUPO_NEGOCIO	GRUPO_AFINIDAD	EMPRESA_EJECUTIVO	MODELO_EJECUTIVO	DESC_TIPOCLIENTE	DESC_GRUPOCLIENTE	CODI_PLAN	DESC_PLAN	TIPO_PLAN	TIPO_PLAN_MM	CODI_SUCURSAL	NOMB_SUCURSAL	TIPO_SUCURSAL	ZONA	CIUDAD	CONVERGENCIA	Cargo_Fijo	GRUPO3	GRUPO4	DESCRIPCION_CARGO_SIMPLE	MOVIMIENTO	DIA	MES	ANO	DIA_VENTA	MES_VENTA	ANO_VENTA	CANAL_REASIGNADO	FUNCION_EJECUTIVO	COMPANIA_ORIGEN_PORT_IN	CARGO_FIJO2	ID_DIA
XMC85UOsIOG9	14/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	27722.68908	MOVIL	PLAN IM	Agentes Captura	Anulaciones	25	MAYO	2020	14	MAYO	2020	Agentes Captura	Encargado Externo	NA	15957.9832	25/05/2020
XMC85UOsIOG9	14/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	27722.68908	MOVIL	PLAN IM	Agentes Captura	Anulaciones	25	MAYO	2020	14	MAYO	2020	Agentes Captura	Encargado Externo	NA	15957.9832	25/05/2020
XMC85UOsIOG9	14/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	27722.68908	MOVIL	PLAN IM	Agentes Captura	Anulaciones	25	MAYO	2020	14	MAYO	2020	Agentes Captura	Encargado Externo	NA	15957.9832	25/05/2020
XMC85UOsIOG9	14/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	27722.68908	MOVIL	PLAN IM	Agentes Captura	Anulaciones	25	MAYO	2020	14	MAYO	2020	Agentes Captura	Encargado Externo	NA	15957.9832	25/05/2020
16tCuofOQ62J	21/12/2019	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Solutel	Desarrollo	EMP CON IVA PYME C	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	796	AGENTES MOVILES DESARROLLO CI	AGENTES DESARROLLO	Santiago	Santiago	NUEVO	9235.294118	MOVIL	PLAN IM	Agentes Desarrollo	Anulaciones	3	ENERO	2020	21	DICIEMBRE	2019	Agentes Desarrollo	NA	NA	9235.294118	03/01/2020
wdqHXzlomQMw	23/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Captura	EMP CON IVA PYME C	MICRO Y SOHO	PPB72	"1949 SocialPRO	SIMple 25990"	SIM Persona	CAP	25	TIENDAS PROPIAS CONCEPCION	TIENDAS PROPIAS	Sur	Concepcion	UPSELLING	21840.3361	MOVIL	PLAN IM	Tiendas Propias	Anulaciones	23	octubre	2020	23	OCTUBRE	2020	Tiendas Propias	Bz	NA	21840.3361	23/10/2020
b2h4hlccpGxJ	09/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	NUEVO	27722.68908	MOVIL	PLAN IM	Web Asistido	Anulaciones	17	ENERO	2020	9	ENERO	2020	Web Asistido	NA	NA	16798.31933	17/01/2020
b2h4hlccpGxJ	09/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	NUEVO	27722.68908	MOVIL	PLAN IM	Web Asistido	Anulaciones	17	ENERO	2020	9	ENERO	2020	Web Asistido	NA	NA	16798.31933	17/01/2020
SAjW1EfyHQLQ	27/04/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	27722.68908	MOVIL	PLAN IM	Web Digital	Anulaciones	12	MAYO	2020	27	ABRIL	2020	Web Digital	Ejecutivo	NA	18478.9916	12/05/2020
SAjW1EfyHQLQ	27/04/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	27722.68908	MOVIL	PLAN IM	Web Digital	Anulaciones	12	MAYO	2020	27	ABRIL	2020	Web Digital	Ejecutivo	NA	18478.9916	12/05/2020
csq2YmgVHNdL	23/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Atención	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD54	2201 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	17638.6555	MOVIL	PLAN IM	GGEE Atencion	Anulaciones	7	diciembre	2020	23	NOVIEMBRE	2020	OTROS	Ejecutivo	NA	13436.9748	07/12/2020
csq2YmgVHNdL	23/11/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Atención	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD54	2201 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	17638.6555	MOVIL	PLAN IM	GGEE Atencion	Anulaciones	7	diciembre	2020	23	NOVIEMBRE	2020	OTROS	Ejecutivo	NA	13436.9748	07/12/2020
Hp836pVkrVr9	10/07/2020	WPE	SUSCRIPCIÓN ON MULTIMEDIA	SUSCRIPCION	NA	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD79	2245 Emp. Extra PRO	PRO EMP	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	25201.6807	MOVIL	PLAN IM	Agentes Captura	Anulaciones	17	julio	2020	10	JULIO	2020	Agentes Captura	Encargado Externo	NA	21000	17/07/2020
Hp836pVkrVr9	10/07/2020	WPE	SUSCRIPCIÓN ON MULTIMEDIA	SUSCRIPCION	NA	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD80	2246 Emp. Extra PRO	PRO EMP	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	35285.7143	MOVIL	PLAN IM	Agentes Captura	Anulaciones	17	julio	2020	10	JULIO	2020	Agentes Captura	Encargado Externo	NA	30243.6975	17/07/2020
Hp836pVkrVr9	10/07/2020	WPE	SUSCRIPCIÓN ON MULTIMEDIA	SUSCRIPCION	NA	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD79	2245 Emp. Extra PRO	PRO EMP	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	25201.6807	MOVIL	PLAN IM	Agentes Captura	Anulaciones	17	julio	2020	10	JULIO	2020	Agentes Captura	Encargado Externo	NA	21000	17/07/2020
Hp836pVkrVr9	10/07/2020	WPE	SUSCRIPCIÓN ON MULTIMEDIA	SUSCRIPCION	NA	TYC	Captura	SOC.DE PROF PYME C	MICRO Y SOHO	EPD79	2245 Emp. Extra PRO	PRO EMP	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	25201.6807	MOVIL	PLAN IM	Agentes Captura	Anulaciones	17	julio	2020	10	JULIO	2020	Agentes Captura	Encargado Externo	NA	21000	17/07/2020
heZ0pxy3Emz8	04/08/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel	Captura	EMP CON IVA PYME C	MICRO Y SOHO	PPB63	1941 Conectado SIMple 9990	SIM Persona	CC	115	MALL PLAZA VESPUCIO	TIENDAS PROPIAS	Santiago	Santiago	NUEVO	8394.958	MOVIL	PLAN IM	Tiendas Propias	Anulaciones	5	agosto	2020	4	AGOSTO	2020	Tiendas Propias	BZ	NA	8394.958	05/08/2020
gWHi9nzbTBBW	29/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.294118	MOVIL	PLAN IM	Web Digital	Anulaciones	3	JUNIO	2020	29	MAYO	2020	Web Digital	Ejecutivo	NA	9235.2941	03/06/2020
Vs5e2mp8KwyB	29/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	13436.9748	MOVIL	PLAN IM	Web Digital	Anulaciones	30	julio	2020	29	JULIO	2020	Web Digital	Ejecutivo	NA	10075.6303	30/07/2020
xmEGdm1llrpN	09/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Roma SPA	Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPD91	2252 Internet Movil E. Extra	OTROS	FU	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	UPSELLING	27647.0588	BAM	BAM	Agentes Captura	Anulaciones	23	octubre	2020	9	OCTUBRE	2020	Agentes Captura	Backoffice	NA	21764.7059	23/10/2020
4tDJJ9Xl0tUF	10/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD54	2201 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	17638.6555	MOVIL	PLAN IM	Web Digital	Anulaciones	9	julio	2020	10	JUNIO	2020	Web Digital	Ejecutivo	NA	11756.3025	09/07/2020
2HCXKRF8gnac	27/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Planet Conect	Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPD91	2252 Internet Movil E. Extra	OTROS	FU	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	NUEVO	27647.0588	BAM	BAM	Agentes Captura	Anulaciones	3	noviembre	2020	27	OCTUBRE	2020	Agentes Captura	Encargado Externo	NA	27647.0588	03/11/2020
Qsd29mMcNaWp	04/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	22680.67227	MOVIL	PLAN IM	Web Asistido	Anulaciones	15	JUNIO	2020	4	JUNIO	2020	Web Asistido	Ejecutivo	NA	16798.3193	15/06/2020
Qsd29mMcNaWp	04/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	22680.67227	MOVIL	PLAN IM	Web Asistido	Anulaciones	15	JUNIO	2020	4	JUNIO	2020	Web Asistido	Ejecutivo	NA	16798.3193	15/06/2020
Qsd29mMcNaWp	04/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	22680.67227	MOVIL	PLAN IM	Web Asistido	Anulaciones	15	JUNIO	2020	4	JUNIO	2020	Web Asistido	Ejecutivo	NA	16798.3193	15/06/2020
kWqGD58e6anO	21/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	AGIL EMPRESA	MICRO Y SOHO	PPB48	1928 Social SIMple 14990	SIM Persona	CC	1543	ASISTENTE VIRTUAL	CALL CENTER	Santiago	Santiago	UPSELLING	12596.63866	MOVIL	PLAN IM	Fusion movil	Anulaciones	31	ENERO	2020	21	ENERO	2020	Fusion movil	NA	NA	12596.63866	31/01/2020
b7FBhkaijS60	23/04/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	UPSELLING	13436.97479	MOVIL	PLAN IM	Web Asistido	Anulaciones	26	MAYO	2020	23	ABRIL	2020	Web Asistido	Ejecutivo	NA	10075.6303	26/05/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
joP2TP93K70v	06/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	779	GGEE CENTRO SUR LOS ANGELES	DESARROLLO EMPRESA	Sur	Los Angeles	CROSS	9235.294118	MOVIL	PLAN IM	GGEE Sur	Anulaciones	9	ENERO	2020	6	ENERO	2020	GGEE Sur	NA	NA	8394.957983	09/01/2020
EyamdRLXerlX	29/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	GGEE Santiago	Anulaciones	29	julio	2020	29	JULIO	2020	GGEE Santiago	Ejecutivo	NA	10075.6303	29/07/2020
EyamdRLXerlX	29/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	GGEE Santiago	Anulaciones	29	julio	2020	29	JULIO	2020	GGEE Santiago	Ejecutivo	NA	10075.6303	29/07/2020
EyamdRLXerlX	29/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	GGEE Santiago	Anulaciones	29	julio	2020	29	JULIO	2020	GGEE Santiago	Ejecutivo	NA	10075.6303	29/07/2020
EyamdRLXerlX	29/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	RUT +50MM C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	GGEE Santiago	Anulaciones	29	julio	2020	29	JULIO	2020	GGEE Santiago	Ejecutivo	NA	10075.6303	29/07/2020
i67AAAZavD7o	01/04/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	13436.97479	MOVIL	PLAN IM	Web Digital	Anulaciones	14	ABRIL	2020	1	ABRIL	2020	Web Digital	Ejecutivo	NA	13436.9748	14/04/2020
6UryFVjOMRMp	08/07/2020	WPE	SUSCRIPCIÓN ON MULTIMEDIA	SUSCRIPCION	NA	Entel Call Center	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD78	2244 Emp. Extra PRO	PRO EMP	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	UPSELLING	18478.9916	MOVIL	PLAN IM	Web Asistido	Anulaciones	13	julio	2020	8	JULIO	2020	Web Asistido	Ejecutivo	NA	16798.3193	13/07/2020
qX9diMby5Jkc	28/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	Lima	Lima	UPSELLING	13436.9748	MOVIL	PLAN IM	Fusion Movil	Anulaciones	3	noviembre	2020	28	OCTUBRE	2020	Fusion Movil	Ejecutivo	NA	10075.6303	03/11/2020
qX9diMby5Jkc	20/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	Santiago	Santiago	UPSELLING	13436.9748	MOVIL	PLAN IM	Fusion Movil	Anulaciones	23	octubre	2020	20	OCTUBRE	2020	Fusion Movil	Ejecutivo	NA	10075.6303	23/10/2020
qX9diMby5Jkc	20/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	Santiago	Santiago	UPSELLING	13436.9748	MOVIL	PLAN IM	Fusion Movil	Anulaciones	23	octubre	2020	20	OCTUBRE	2020	Fusion Movil	Ejecutivo	NA	10075.6303	23/10/2020
ezutADyrefNn	25/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	13	julio	2020	25	JUNIO	2020	Integradores	Ejecutivo Integrador	NA	0	13/07/2020
ezutADyrefNn	25/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	13	julio	2020	25	JUNIO	2020	Integradores	Ejecutivo Integrador	NA	0	13/07/2020
ezutADyrefNn	25/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo/Captura	EMP CON IVA PYME C	MICRO Y SOHO	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Integradores	Anulaciones	13	julio	2020	25	JUNIO	2020	Integradores	Ejecutivo Integrador	NA	0	13/07/2020
UoCWhSBQ6tAy	15/05/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	E TEL	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3892	ETEL SAN FERNANDO 1	TIENDA EXPRESS	Centro	San Fernando	NUEVO	27722.68908	MOVIL	PLAN IM	Franquicia	Anulaciones	18	MAYO	2020	15	MAYO	2020	Franquicia	Ejecutivo Personas	NA	18478.9916	18/05/2020
MMPJYliwd11F	07/02/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	FONO COMPRAS	Santiago	Santiago	NUEVO	13436.97479	MOVIL	PLAN IM	Web Digital	Anulaciones	17	FEBRERO	2020	7	FEBRERO	2020	Web Digital	Ejecutivo	NA	13436.9748	17/02/2020
Zk6sdCvUE2uU	17/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	AGIL EMPRESA	MICRO Y SOHO	EPD89	2250 Bam Emp. Extra	OTROS	FU	1543	ASISTENTE VIRTUAL	CALL CENTER	Santiago	Santiago	UPSELLING	13361.3445	BAM	BAM	Fusion movil	Anulaciones	22	julio	2020	17	JULIO	2020	Fusion movil	Ejecutivo	NA	13361.3445	22/07/2020
RTuSl58anb3H	07/09/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	Web Asistido	Anulaciones	10	septiembre	2020	7	SEPTIEMBRE	2020	Web Asistido	Ejecutivo	NA	10915.9664	10/09/2020
E0VOZFwBX9Lu	25/08/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD54	2201 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	17638.6555	MOVIL	PLAN IM	Web Digital	Anulaciones	28	agosto	2020	25	AGOSTO	2020	Web Digital	Ejecutivo	NA	17638.6555	28/08/2020
